file,title,channel,source,lang,upload_date,month,label,url,summary
transcripts/2026-07-18/Prepare_for_Microsoft_Certification_Exam_AB-731_AI_Transform__mj_lyhuWbig.md,Prepare for Microsoft Certification Exam AB-731: AI Transformation Leader,Microsoft Learn,keyword,en,,2026-07,AX,https://www.youtube.com/watch?v=mj_lyhuWbig,"ANDREW CONNIFF: Hello and welcome to ""Preparing for Exam AB-731 AI Transformation Leader."" I'm Andrew Conniff, a Microsoft Technical Trainer focusing on Copilot and AI strategy adoption. This session is designed to focus on what the exam expects you to know, not to teach every concept in depth. The goal is to understand the skills covered in the material and which concepts might be covered so that you can better prepare for the exam."
"transcripts/2026-07-18/Webinar_AI_transformation_that_works,_lessons_from_the_trenc__PL3OWn143AI.md","Webinar: AI transformation that works, lessons from the trenches",BOI (Board of Innovation),keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=PL3OWn143AI,"시작하세요. 안녕하세요, 저는 조나단 첸입니다. 아, 빈센트가 인터넷 연결에 약간 문제가 있는 것 같네요. 잠시 후에 합류할 거예요 . 음, 저는 조나단 첸입니다. 네, 저는 AI 전략 담당 상무이사입니다. 저는 Board of Innovation에서 미주 지역의 AI 전략 실무를 이끌고 있습니다 . 오늘 이렇게 많은 분들이 함께해 주셔서 정말 기쁩니다 . 우리가 이야기할 주제가 꽤 많은 것 같네요. 음, 그건 현재 인공지능 도입을 검토 중인 많은 조직들이 가장 중요하게 생각하는 부분입니다."
"transcripts/2026-07-18/What_Corporate_Giants_Are_Really_Like,_According_to_an_AI_In__Ih32CEOx2gM.md","What Corporate Giants Are Really Like, According to an AI Instructor | Why They Waste Money and F...",코딩알려주는누나,keyword,ko,,2026-07,DX,https://www.youtube.com/watch?v=Ih32CEOx2gM,"안녕하세요. 코대료는 누나예요. 여러분들 되게 익숙한 분가 있었는데 그게 이제 AI의 이제 현실을 알려주는 박사생으로서 현실을 알려주는 콘텐츠 한번 나오셨는데 용담님을 또 모르시는 분들이 계실 것 같아서 좀 간단하게 자기 소개 부탁드립니다. &gt;&gt; 아, 네. 안녕하세요. 저는 김용담이라고 하고요. &gt;&gt; [콧방귀] &gt;&gt; 뭐 다양한 곳에서 활동을 하고 있긴 한데 주로 강의 기업 강의하고 그다음에 지금 성황대학교에서 박사 과정 하고 있어요. &gt;&gt; 그때 당시에 채널에 나올 때도 강의를 많이 하셨는데 지금도 강의를 많이 하세요."
transcripts/2026-07-18/What_is_an_AI_Transformation_Partner_(and_how_to_become_one)__aNrWN0M851k.md,What is an AI Transformation Partner? (and how to become one),Liam Ottley,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=aNrWN0M851k,"그렇다면 AI 전환 파트너란 무엇이며, 어떻게 하면 그런 파트너가 될 수 있을까요? 네, 그게 이 영상의 주제입니다. 음, 최근 제 영상을 보셨다면 아시겠지만, AI 전환 파트너 모델에 대한 이야기가 많이 나왔습니다 . 이 영상에서는 제가 이 모든 것을 자세히 설명하고, 이것이 무엇인지, 어떻게 여기까지 왔는지, 제가 운영하는 회사인 모닝사이드 AI를 어떻게 이 새로운 모델로 전환했는지, 왜 이것이 미래라고 생각하는지, 그리고 왜 우리가 이 모델에 그토록 큰 투자를 하고 있는지 명확하게 전달하고 싶습니다"
transcripts/2026-07-18/What_really_works_when_it_comes_to_digital_and_AI_transforma__eR0Vtsp9YAM.md,What really works when it comes to digital and AI transformations?,McKinsey & Company,keyword,en,,2026-07,DX,https://www.youtube.com/watch?v=eR0Vtsp9YAM,a massive number of companies are going through some sort of digital transformation just about 90% of them according to McKenzie research all with varying levels of success it is show me the money time for digital transformations to succeed in a digital transformation it needs to be a CEO agenda item it needs to mobilize cross functional teams across the company in a unique way it's going to need …
transcripts/2026-07-18/Why_AI_adoption_fails_–_and_how_to_get_it_right__JBb2jRns3PA.md,Why AI adoption fails – and how to get it right,The CEO Magazine,keyword,en,,2026-07,AX,https://www.youtube.com/watch?v=JBb2jRns3PA,I always always try to lead with kindness. What we looked for is how do we take the concern [music] of AI introducing bias and use it to actually overcome human bias. The only thing that's worse than a bad process is an automated bad process. Anybody who gets to a CEO position has had a lot of help along the way. Welcome back to CEO Behind the Scenes.
transcripts/2026-07-18/Why_AI_transformation_doesn't_feel_like_it's_working_in_your__pnn4QZU2TnA.md,Why AI transformation doesn't feel like it's working in your company,까칠한AI,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=pnn4QZU2TnA,"아, 우리 회사 업무 자동화 혹은 업무 AX에 대해서 판을 다 깔아줬는데 생각보다 회사에 변화가 없다고 생각하는 경영진이 계시다면 나를 만족시키는 AX도 실제로 수행이 됐는가? 업무 자동화 말고 이거에 대해서도 한번 고민해볼 필요가 있다고 생각이 듭니다 안녕하세요 까칠한 AI 황현태입니다 반갑습니다 또 몇 달 더 AX를 하다 보니까 공유 드리고 싶어가지고 카메라를 켰습니다"
transcripts/2026-07-18/Why_Enterprise_AI_Adoption_Is_Slower_Than_You_Think_—_Aaron___agSRMrhNTf4.md,Why Enterprise AI Adoption Is Slower Than You Think — Aaron Levie (Box) + Harrison Chase,LangChain,keyword,en,,2026-07,AX,https://www.youtube.com/watch?v=agSRMrhNTf4,"&gt;&gt; Thank you so much for being here. &gt;&gt; Thank you. I think my last time I was in this building was like a rave. Has anybody been to like an EDM show here before? Raise your hand. We have a couple. We were probably the same one. &gt;&gt; We were talking about that before. &gt;&gt; Oh, really? &gt;&gt; I think a lot of folks in our team have been here mostly for that."
transcripts/2026-07-18/[AI_시사상식]_‘AX’_인공지능_전환_KBS_2026.06.10.__ZmCHLkystDY.md,[AI 시사상식] ‘AX’ 인공지능 전환 / KBS  2026.06.10.,KBS강원,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=ZmCHLkystDY,"[음악] AI가 전해드리는 시사 상식입니다. 요새 뉴스에서 AX 전환, AX 생태계 조성, AX 협의체 [음악] 출범 등 AX란 말을 종종 들어보셨을 텐데요. AX 이게 대체 뭘까요? AX 아티피셜 인텔리전스 트랜스포메이션 위 줄인말입니다. AI는 인공지능 트랜스포메이션은 [음악] 전환을 뜻하는데요. 그럼 왜 AIT가 아니라 AX가 됐을까요? [음악] 그건 변환 전환을 뜻하는 영어 트랜스포메이션을 [음악] 관용적으로 X로 줄여 표현하기 때문입니다. 그래서 AIT가 아니라 AX라고 부르는 겁니다. 그럼 AI 전환이란 뭘 의미할까요?"
transcripts/2026-07-18/계속되는_AI_도입_실패.._95%_기업이_사업_전략에서_놓치는_'이것'은_KBS_Life_20260214___YDaz_aZaSQE.md,계속되는 AI 도입 실패.. 95% 기업이 사업 전략에서 놓치는 '이것'은? | KBS Life 20260214 방송,엔토피아,keyword,ko,,2026-07,unclassified,https://www.youtube.com/watch?v=YDaz_aZaSQE,AI 프로젝트를 시작하면은 성공보다 실패가 좀 많다는 얘기가 많거든요. &gt;&gt; 300개 기업 중에서 95%가 실패하고 있다고 나오고요. &gt;&gt; AI를 활용하는게 리스크가 그만큼 줄었다는 얘기 아닌가라는 생각도 좀 들고 &gt;&gt; 최근에 저희 연구원이 핫해졌어요. AI로 전 세계 있는 댓글을 크롤링해 가지고 요거를 마스킹 솔루션이 있는데 개도님 댓글 중에 참 잘생겼다. &gt;&gt; 어 &gt;&gt; 이건 뭐야? &gt;&gt; 저는 긍정으로 저는 긍정으로 [웃음] 봐요. &gt;&gt; 아 단호하게 &gt;&gt; 저는 저는 제 쪽으로 봅니다.
transcripts/2026-07-18/아는_순간_기회가_열린다!_제조업_AI_전환_완전_정복_TALK_쏘는_M.AX__FaMWb3JuvbI.md,아는 순간 기회가 열린다! 제조업 AI 전환 완전 정복 | TALK 쏘는 M.AX,한국산업단지공단,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=FaMWb3JuvbI,교님 그러면 과감하게 하나 찍어 주시죠. AX 시드에 잘될 종목 찍어 주시죠. &gt;&gt; 일단 제가 아이디어를 좀 드리면 &gt;&gt; 그 회사가 빠르게 성장할 가능성이 높습니다. &gt;&gt; 네. &gt;&gt; AI 시대에 살고 있지만 우리가 아직은 AI를 잘 모르고 있는 것 [음악] 같습니다. 여러분 어떠신가요? 오늘 AI에 대해서 한번 제대로 배워 보도록 하겠습니다. 오늘 출연하신 분들 제가 한 분 한 분 소개를 해 드리도록 하겠습니다.
transcripts/2026-07-18/제조업_AX의_골든_타임_⏰_중요한_것은_AI_도입보다_이것!_📢_IT슈다_EP._제조__iAbE9YXnbqA.md,제조업 AX의 골든 타임 ⏰ 중요한 것은 AI 도입보다 이것?! 📢 IT슈다 EP. 제조,삼성SDS and KASMO 인공지능혁신추진단,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=iAbE9YXnbqA,다른 분야보다 쉬울 수도 있지 않을까라는 여기서 조금 잘못된 선택을 하게 되면 어쩌면은 우리의 그 생존의 위협을 받을 어 기로에서 있다. &gt;&gt; 기서관에 그런 [음악] 데이터나 정보가 교류가 안 되는 거예요. &gt;&gt; 기술 유출. [음악] &gt;&gt; 네. 네. 그런 온프라미 환경을 쓰셔도 되고 아니면 좀 어렵지만 클라우드 프라이빗 [음악] 환경에서 &gt;&gt; 데이터 주권은 한국입니다. 이제는 AI로 이제 경쟁을 하는 시대가 됐기 때문에 데이터로 [음악] 경쟁하는 시대가 됐기 때문에 [음악] 네.
transcripts/2026-07-18/중국_AI_베끼기_미국은_알고도_놔둔다_문샷_kimi_K3_빅테크_반도체_메모리_전략__caP-N91YjLY.md,중국 AI 베끼기 미국은 알고도 놔둔다? 문샷 kimi K3 빅테크 반도체 메모리 전략,엔지니어TV,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=caP-N91YjLY,"엔스로픽이 지금 개발하고 있는 것까지 구현되어 있다 미리 빼돌렸다, 그거를 넘어섰다 중국 모델의 특징은 뺏기고 최적화하기 때문에 시험 범위를 알고 문제를 푸는 것 같은 강점을 보인다 라는 겁니다 상업적 용도로 보면 최적화되게 만드는 거죠 돈이 되게 만드는 건데 단기적으로 점수를 끌어올리는 기술에는 탁월하다 그런데 미국 기업들은 왜 이것을 허용하고 있을까? 중국 문샷 AI의 키미 K3가 2.8조 페러미터급의 프론티어 성능을 오픈 웨이트로 선언하고, 실제로 프론트엔드 코드 에레나에서 엔스로픽의 최신 역작인 클라우드 페이블 5까지 제쳤다는 소식은, AI 자본 시장에 큰 충격을 주고 있습니다"
transcripts/2026-07-18/지금_세계에서_AI_제일_잘_쓰는_기업들의_공통점ㅣ지식인초대석_EP.78_(장진석_파트너)__3FW8c5T7fik.md,지금 세계에서 AI 제일 잘 쓰는 기업들의 공통점ㅣ지식인초대석 EP.78 (장진석 파트너),지식인사이드,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=3FW8c5T7fik,AI 관련 주식들이 엄청나게 상승하기도 하고 AI가 도입되면 진짜 어마어마한 변화가 있을 것처럼 얘기하는 것도 있고 그렇잖아요. 실제 AI를 도입을 해서 5% 정도의 기업이 매출과 이익이 약 70% 정도 더 개선됐습니다. 조금 더 무서운 거는 돈을 더 많이 벌게 되잖아요. 그거를 다시 재투자를 하는 거예요. AI에 일종의 복리 효과를 거두는 겁니다. 그러면 그 5%의 기업이 되기 위해서는 무엇을 해야 되는 거냐? &gt;&gt; [음악] &gt;&gt; 안녕하세요. 한석준입니다. 진짜 대가들의 지식을 전하는 지식인 초대석.
transcripts/2026-07-18/💡_AX란_무엇인가_직접_해본_스타트업_대표가_알려주는_AI_전환의_모든_것_EP.2_Vibers.AI_신재__cRfy_RXX5WA.md,💡 AX란 무엇인가? 직접 해본 스타트업 대표가 알려주는 AI 전환의 모든 것 | EP.2 Vibers.AI 신재인 대표 | [한국의 AI 리더들],카카오벤처스 Kakao Ventures,keyword,ko,,2026-07,AX,https://www.youtube.com/watch?v=cRfy_RXX5WA,[ 카카오벤처스 김영무 심사역 ] 이번 두 번째 에피소드는 [ 카카오벤처스 김영무 심사역 ] 바로 AX와 관련된 이야기인데요 [ Vibers AI 신재인 대표 ] 그 생산성의 혁신을 경험해 버린거죠 [ Vibers AI 신재인 대표 ] ‘와 말이 안된다’ [ Vibers AI 신재인 대표 ] ‘이거 그냥 게임 체인저구나’ 안녕하세요 카카오벤처스에서 테크 투자를 담당하고 있는 김영무 심사역입니다
